0.00           ,1.62           
0.00           ,1.62           
0.50           ,1.63           
0.50           ,1.63           
1.00           ,1.63           
1.00           ,1.63           
1.50           ,1.64           
1.50           ,1.64           
2.00           ,1.64           
2.00           ,1.64           
2.50           ,1.63           
2.50           ,1.63           
2.50           ,1.63           
3.25           ,1.63           
3.25           ,1.63           
3.75           ,1.61           
3.75           ,1.61           
4.25           ,1.63           
4.25           ,1.63           
4.75           ,1.63           
5.00           ,1.62           
5.00           ,1.62           
5.50           ,1.64           
5.50           ,1.64           
6.00           ,1.64           
6.00           ,1.64           
6.50           ,1.64           
6.50           ,1.64           
7.00           ,1.64           
7.00           ,1.64           
7.50           ,1.64           
7.75           ,1.63           
7.75           ,1.63           
8.25           ,1.65           
8.25           ,1.65           
8.75           ,1.64           
8.75           ,1.64           
9.25           ,1.65           
9.25           ,1.65           
9.75           ,1.64           
9.75           ,1.64           
10.25          ,1.66           
10.50          ,1.65           
10.50          ,1.65           
11.00          ,1.66           
11.00          ,1.66           
11.50          ,1.66           
11.50          ,1.66           
12.00          ,1.66           
12.00          ,1.66           
12.50          ,1.67           
12.50          ,1.67           
13.00          ,1.66           
13.00          ,1.66           
13.50          ,1.67           
13.50          ,1.67           
14.00          ,1.68           
14.00          ,1.68           
14.50          ,1.69           
14.50          ,1.69           
15.00          ,1.71           
15.25          ,1.74           
15.25          ,1.74           
15.75          ,1.76           
15.75          ,1.76           
16.25          ,1.77           
16.25          ,1.77           
16.75          ,1.77           
16.75          ,1.77           
17.25          ,1.78           
17.25          ,1.78           
17.75          ,1.79           
17.75          ,1.79           
17.75          ,1.79           
18.50          ,1.79           
18.50          ,1.79           
19.00          ,1.80           
19.00          ,1.80           
19.50          ,1.80           
19.75          ,1.81           
19.75          ,1.81           
20.25          ,1.82           
20.25          ,1.82           
20.75          ,1.82           
20.75          ,1.82           
21.25          ,1.84           
21.25          ,1.84           
21.75          ,1.83           
21.75          ,1.83           
22.25          ,1.84           
22.50          ,1.85           
22.50          ,1.85           
23.00          ,1.85           
23.00          ,1.85           
23.50          ,1.86           
23.50          ,1.86           
24.00          ,1.87           
24.00          ,1.87           
24.50          ,1.88           
