0.00           ,65.53          
0.00           ,65.53          
0.50           ,1.15           
0.50           ,1.15           
1.00           ,1.21           
1.00           ,1.21           
1.50           ,1.21           
1.50           ,1.21           
2.00           ,1.19           
2.00           ,1.19           
2.50           ,1.18           
2.50           ,1.18           
2.50           ,1.18           
3.25           ,1.17           
3.25           ,1.17           
3.75           ,1.19           
3.75           ,1.19           
4.25           ,1.18           
4.25           ,1.18           
4.75           ,1.21           
5.00           ,1.22           
5.00           ,1.22           
5.50           ,1.25           
5.50           ,1.25           
6.00           ,1.29           
6.00           ,1.29           
6.50           ,5.43           
6.50           ,5.43           
7.00           ,5.43           
7.00           ,5.43           
7.50           ,5.44           
7.75           ,5.45           
7.75           ,5.45           
8.25           ,5.45           
8.25           ,5.45           
8.75           ,5.46           
8.75           ,5.46           
9.25           ,5.46           
9.25           ,5.46           
9.75           ,5.47           
9.75           ,5.47           
10.25          ,5.48           
10.50          ,5.48           
10.50          ,5.48           
11.00          ,5.48           
11.00          ,5.48           
11.50          ,5.50           
11.50          ,5.50           
12.00          ,5.51           
12.00          ,5.51           
12.50          ,5.53           
12.50          ,5.53           
13.00          ,5.53           
13.00          ,5.53           
13.50          ,5.53           
13.50          ,5.53           
14.00          ,5.56           
14.00          ,5.56           
14.50          ,5.58           
14.50          ,5.58           
15.00          ,5.59           
15.25          ,5.59           
15.25          ,5.59           
15.75          ,5.62           
15.75          ,5.62           
16.25          ,5.61           
16.25          ,5.61           
16.75          ,5.64           
16.75          ,5.64           
17.25          ,5.65           
17.25          ,5.65           
17.75          ,5.67           
17.75          ,5.67           
17.75          ,5.67           
18.50          ,5.70           
18.50          ,5.70           
19.00          ,5.71           
19.00          ,5.71           
19.50          ,5.73           
19.75          ,5.74           
19.75          ,5.74           
20.25          ,5.76           
20.25          ,5.76           
20.75          ,5.79           
20.75          ,5.79           
21.25          ,5.79           
21.25          ,5.79           
21.75          ,5.82           
21.75          ,5.82           
22.25          ,5.84           
22.50          ,5.86           
22.50          ,5.86           
23.00          ,5.87           
23.00          ,5.87           
23.50          ,5.89           
23.50          ,5.89           
24.00          ,5.93           
24.00          ,5.93           
24.50          ,5.94           
24.50          ,5.94           
25.00          ,5.96           
25.00          ,5.96           
25.50          ,5.98           
25.50          ,5.98           
26.00          ,6.02           
26.25          ,6.03           
26.25          ,6.03           
26.75          ,6.06           
26.75          ,6.06           
27.25          ,6.09           
27.25          ,6.09           
27.75          ,6.12           
27.75          ,6.12           
28.25          ,6.13           
28.25          ,6.13           
28.75          ,6.17           
28.75          ,6.17           
29.25          ,6.20           
29.25          ,6.20           
29.75          ,6.22           
29.75          ,6.22           
30.25          ,6.25           
30.25          ,6.25           
30.75          ,6.30           
30.75          ,6.30           
31.25          ,6.32           
31.25          ,6.32           
31.75          ,6.37           
31.75          ,6.37           
32.25          ,6.41           
32.25          ,6.41           
32.75          ,6.43           
32.75          ,6.43           
32.75          ,6.43           
33.50          ,6.50           
33.50          ,6.50           
34.00          ,6.53           
34.00          ,6.53           
34.50          ,6.57           
34.50          ,6.57           
35.00          ,6.60           
35.00          ,6.60           
35.50          ,6.65           
35.50          ,6.65           
36.00          ,6.68           
36.00          ,6.68           
36.50          ,6.74           
36.50          ,6.74           
37.00          ,6.79           
37.00          ,6.79           
37.50          ,6.82           
37.50          ,6.82           
38.00          ,6.87           
38.00          ,6.87           
38.50          ,6.92           
38.50          ,6.92           
39.00          ,6.97           
39.25          ,6.99           
39.25          ,6.99           
39.75          ,7.05           
39.75          ,7.05           
40.25          ,7.09           
40.25          ,7.09           
40.75          ,7.15           
40.75          ,7.15           
41.25          ,7.22           
41.25          ,7.22           
41.75          ,7.26           
41.75          ,7.26           
42.25          ,7.32           
42.25          ,7.32           
42.75          ,7.38           
42.75          ,7.38           
43.25          ,7.45           
43.25          ,7.45           
43.75          ,7.49           
43.75          ,7.49           
44.25          ,7.57           
44.50          ,7.59           
44.50          ,7.59           
45.00          ,7.66           
45.00          ,7.66           
45.50          ,7.73           
45.50          ,7.73           
46.00          ,7.78           
46.00          ,7.78           
46.50          ,5.50           
46.50          ,5.50           
46.50          ,5.50           
47.25          ,5.46           
47.25          ,5.46           
47.75          ,5.45           
48.00          ,5.52           
48.00          ,5.52           
48.50          ,5.59           
48.50          ,5.59           
49.00          ,5.62           
49.00          ,5.62           
49.50          ,5.64           
49.50          ,5.64           
50.00          ,5.90           
50.00          ,5.90           
50.50          ,8.51           
50.50          ,8.51           
51.00          ,8.63           
51.25          ,8.67           
51.25          ,8.67           
51.75          ,8.76           
51.75          ,8.76           
52.25          ,8.86           
52.25          ,8.86           
52.75          ,8.96           
52.75          ,8.96           
53.25          ,9.06           
53.25          ,9.06           
53.75          ,9.18           
53.75          ,9.18           
54.25          ,9.29           
54.25          ,9.29           
54.75          ,9.41           
54.75          ,9.41           
55.25          ,9.52           
55.25          ,9.52           
55.75          ,9.65           
55.75          ,9.65           
56.25          ,9.78           
56.25          ,9.78           
56.75          ,9.90           
56.75          ,9.90           
57.25          ,10.05          
57.25          ,10.05          
57.75          ,10.19          
57.75          ,10.19          
58.25          ,10.33          
58.25          ,10.33          
58.75          ,10.48          
58.75          ,10.48          
59.25          ,10.64          
59.50          ,10.73          
59.50          ,10.73          
60.00          ,10.87          
60.00          ,10.87          
60.50          ,11.05          
60.50          ,11.05          
61.00          ,11.23          
61.00          ,11.23          
61.50          ,11.41          
61.50          ,11.41          
62.00          ,11.61          
62.00          ,11.61          
62.00          ,11.61          
62.75          ,11.91          
62.75          ,11.91          
63.25          ,12.12          
63.50          ,12.22          
63.50          ,12.22          
64.00          ,12.43          
64.00          ,12.43          
64.50          ,12.70          
64.50          ,12.70          
65.00          ,12.91          
65.00          ,12.91          
65.50          ,13.17          
65.50          ,13.17          
66.00          ,13.43          
66.25          ,13.51          
66.25          ,13.51          
66.75          ,13.85          
66.75          ,13.85          
67.25          ,14.04          
67.25          ,14.04          
67.75          ,14.15          
67.75          ,14.15          
68.25          ,14.52          
68.25          ,14.52          
68.75          ,14.47          
68.75          ,14.47          
69.25          ,14.43          
69.50          ,14.42          
69.50          ,14.42          
70.00          ,14.37          
70.00          ,14.37          
70.50          ,14.32          
70.50          ,14.32          
71.00          ,14.28          
71.00          ,14.28          
71.50          ,14.23          
71.50          ,14.23          
72.00          ,14.20          
72.00          ,14.20          
72.50          ,14.16          
72.50          ,14.16          
73.00          ,14.12          
73.00          ,14.12          
73.50          ,14.09          
73.50          ,14.09          
74.00          ,14.06          
74.00          ,14.06          
74.50          ,14.01          
74.50          ,14.01          
75.00          ,13.97          
75.00          ,13.97          
75.50          ,13.94          
75.50          ,13.94          
76.00          ,13.91          
76.00          ,13.91          
76.50          ,13.88          
76.50          ,13.88          
77.00          ,13.85          
77.00          ,13.85          
77.50          ,13.82          
77.50          ,13.82          
78.00          ,13.81          
78.00          ,13.81          
78.50          ,13.79          
78.50          ,13.79          
79.00          ,13.78          
